task_code,status_code,wbs_id,user_field_297,task_name,start_date,end_date,delete_record_flag
CGE91000,Not Started,LINXS-1907.C.5.15,,Install Column Conduit  GW - Bents 50 to 52 - Frame 14 - REI-838,3/11/2020 8:00:00 AM,3/16/2020 5:00:00 PM,
CGE91010,Not Started,LINXS-1907.C.5.15,,Install Grounding  GW - Bents 50 to 52 - Frame 14 - REI-839,3/17/2020 8:00:00 AM,3/17/2020 5:00:00 PM,
CGE50110,Not Started,LINXS-1907.C.5.16,,Install Guideway Surface Conduits - Bents 47 to 49 - GW - Frame 13 - REI-842,2/3/2021 8:00:00 AM,2/5/2021 5:00:00 PM,
CGTE80010,Not Started,LINXS-1907.C.5.16,,Install Wayside Cabinets - GW TW - Bents 47 to 49 - Frame 13 - REI-843,4/12/2021 8:00:00 AM,4/19/2021 5:00:00 PM,
CGTE80020,Not Started,LINXS-1907.C.5.16,,Install Switching Equipment/Signals - GW TW - Bents 47 to 49 - Frame 13 - REI-844,4/20/2021 8:00:00 AM,4/26/2021 5:00:00 PM,
CGTE80030,Not Started,LINXS-1907.C.5.16,,Ground Switching Equipment - GW TW - Bents 47 to 49 - Frame 13 - REI-845,4/20/2021 8:00:00 AM,4/26/2021 5:00:00 PM,
CGTE80040,Not Started,LINXS-1907.C.5.16,,Install Power Rail - GW TW - Bents 47 to 49 - Frame 13 - REI-846,4/27/2021 8:00:00 AM,5/19/2021 5:00:00 PM,
CGTE80050,Not Started,LINXS-1907.C.5.16,,Power Rail Bonding - GW TW - Bents 47 to 49 - Frame 13 - REI-847,4/27/2021 8:00:00 AM,4/28/2021 5:00:00 PM,
CGTE80060,Not Started,LINXS-1907.C.5.16,,Install Cable Trays-LAWA - GW TW - Bents 47 to 49 - Frame 13 - REI-848,5/4/2021 8:00:00 AM,5/24/2021 5:00:00 PM,
CGTE80070,Not Started,LINXS-1907.C.5.16,,Install Cable Trays-APM North - GW TW - GW TW - Bents 47 to 49 - Frame 13  - REI-1993,5/11/2021 8:00:00 AM,6/1/2021 5:00:00 PM,
CGTE80080,Not Started,LINXS-1907.C.5.16,,Install Cable Trays-APM South - GW TW - GW TW - Bents 47 to 49 - Frame 13  - REI-1994,5/11/2021 8:00:00 AM,6/1/2021 5:00:00 PM,
CGTE80090,Not Started,LINXS-1907.C.5.16,,Pull Lighting Cable - GW TW - Bents 47 to 49 - Frame 13 - REI-851,5/25/2021 8:00:00 AM,6/1/2021 5:00:00 PM,
CGTE80100,Not Started,LINXS-1907.C.5.16,,Pull Low Voltage - Backbone Cable - Guideway & Column Devices - GW TW - Bents 47 to 51 - REI-1977,6/21/2021 8:00:00 AM,7/12/2021 5:00:00 PM,
CGTE80110,Not Started,LINXS-1907.C.5.16,,Walkway Egress Lighting Rough-In-Bents 47 to 49 - GW TW - Bents 47 to 49 - Frame 13 - REI-849,6/2/2021 8:00:00 AM,6/28/2021 5:00:00 PM,
CGTE80120,Not Started,LINXS-1907.C.5.16,,Install Axel Counters/Norming Points - GW TW - Bents 47 to 49 - Frame 13 - REI-850,6/2/2021 8:00:00 AM,6/8/2021 5:00:00 PM,
CGTE80130,Not Started,LINXS-1907.C.5.16,,Trim Egress Lighting - GW TW - Bents 47 to 49 - Frame 13 - REI-852,6/15/2021 8:00:00 AM,6/21/2021 5:00:00 PM,
CGTE80140,Not Started,LINXS-1907.C.5.16,,Pull APM Train Control Cable - GW TW - Bents 47 to 51 - REI-854,6/23/2021 8:00:00 AM,6/29/2021 5:00:00 PM,
CGTE80150,Not Started,LINXS-1907.C.5.16,,Walkway Egress Lighting Rough-In-Bents 50 to 51 - GW TW - Bents 50 to 52 - Frame 14 - REI-1995,6/7/2021 8:00:00 AM,6/18/2021 5:00:00 PM,
CGTE80160,Not Started,LINXS-1907.C.5.16,,Install Lightning Protection - GW TW - Bents 47 to 49 - Frame 13 - REI-2424,6/14/2021 8:00:00 AM,6/18/2021 5:00:00 PM,
CGTE80170,Not Started,LINXS-1907.C.5.16,,Trim Electrical/APM cables - GW TW - Bents 47 to 51 - REI-856,6/30/2021 8:00:00 AM,7/7/2021 5:00:00 PM,
CGTE80180,Not Started,LINXS-1907.C.5.16,,Test Low Voltage - Backbone Cable - GW TW - Bents 47 to 51 - REI-1978,7/13/2021 8:00:00 AM,7/19/2021 5:00:00 PM,
CGTE80190,Not Started,LINXS-1907.C.5.16,,Pull Low Voltage - Horizontal Cable - GW TW - Bents 47 to 51 - REI-1979,7/13/2021 8:00:00 AM,7/21/2021 5:00:00 PM,
CGTE80200,Not Started,LINXS-1907.C.5.16,,Install Low Voltage - Devices Comms - GW TW - Bents 47 to 51 - REI-1980,7/20/2021 8:00:00 AM,7/29/2021 5:00:00 PM,
CGTE80210,Not Started,LINXS-1907.C.5.16,,Test Low Voltage - Horizontal Cable - GW TW - Bents 47 to 51 - REI-1981,7/22/2021 8:00:00 AM,7/26/2021 5:00:00 PM,
CGTE80220,Not Started,LINXS-1907.C.5.16,,Install Low Voltage - Devices Security - GW TW - Bents 47 to 51 - REI-1982,7/27/2021 8:00:00 AM,8/5/2021 5:00:00 PM,
CGTE80230,Not Started,LINXS-1907.C.5.16,,Trim Low Voltage - Devices - GW TW - Bents 47 to 51 - REI-1983,8/6/2021 8:00:00 AM,8/10/2021 5:00:00 PM,
CGTE80240,Not Started,LINXS-1907.C.5.16,,Test Low Voltage - Devices - GW TW - Bents 47 to 51 - REI-1984,8/11/2021 8:00:00 AM,8/12/2021 5:00:00 PM,
CGTE80250,Not Started,LINXS-1907.C.5.16,,Test/Checkout Guideway - GW TW - Bents 47 to 51 - REI-857,8/13/2021 8:00:00 AM,8/17/2021 5:00:00 PM,
CGTE80185,Not Started,LINXS-1907.C.5.16,,Test Low Voltage - Backbone Cable Loop A - REI-2513,11/18/2021 8:00:00 AM,11/22/2021 5:00:00 PM,
CGTE80195,Not Started,LINXS-1907.C.5.16,,Test Low Voltage - Backbone Cable Loop B - REI-2514,11/18/2021 8:00:00 AM,11/22/2021 5:00:00 PM,
CGE90300,Not Started,LINXS-1907.C.5.16,,Instal WOW - Bents 47 to 49 - GW - Frame 13,2/8/2021 8:00:00 AM,2/25/2021 5:00:00 PM,
CGTE92550,Not Started,LINXS-1907.C.5.16,,Install Wayside Poles Bents 50 to 51 - GW TW - Bents 50 to 52 - Frame 14 - REI-3532,5/13/2021 8:00:00 AM,5/24/2021 5:00:00 PM,
CGE91050,Not Started,LINXS-1907.C.5.16,,Install Guideway Surface Conduits-Bents 47 to 51 - GW - Bents 50 to 52 - Frame 14 - REI-842,9/11/2020 8:00:00 AM,9/15/2020 5:00:00 PM,
CGE91030,Not Started,LINXS-1907.C.5.16,,Instal WOW -Bents 47 to 51 - GW - Bents 50 to 52 - Frame 14,9/16/2020 8:00:00 AM,10/5/2020 5:00:00 PM,
CGTE93400,Not Started,LINXS-1907.C.5.16,,Install Wayside Cabinets - GW TW - Bents 50 to 52 - Frame 14 - REI-843,3/24/2021 8:00:00 AM,3/31/2021 5:00:00 PM,
CGTE93410,Not Started,LINXS-1907.C.5.16,,Install Switching Equipment/Signals - GW TW - Bents 50 to 52 - Frame 14 - REI-844,4/1/2021 8:00:00 AM,4/7/2021 5:00:00 PM,
CGTE93420,Not Started,LINXS-1907.C.5.16,,Ground Switching Equipment - GW TW - Bents 50 to 52 - Frame 14 - REI-845,4/1/2021 8:00:00 AM,4/2/2021 5:00:00 PM,
CGTE93430,Not Started,LINXS-1907.C.5.16,,Install Power Rail Bents 46 to 52 - GW TW - Bents 50 to 52 - Frame 14 - REI-846,4/8/2021 8:00:00 AM,4/19/2021 5:00:00 PM,
CGTE93440,Not Started,LINXS-1907.C.5.16,,Power Rail Bonding - GW TW - Bents 50 to 52 - Frame 14 - REI-847,4/8/2021 8:00:00 AM,4/12/2021 5:00:00 PM,
CGTE93450,Not Started,LINXS-1907.C.5.16,,Install Cable Trays-LAWA - GW TW - Bents 50 to 52 - Frame 14 - REI-848,4/15/2021 8:00:00 AM,5/5/2021 5:00:00 PM,
CGTE93460,Not Started,LINXS-1907.C.5.16,,Install Cable Trays-APM North - GW TW - Bents 50 to 52 - Frame 14 - REI-1993,4/22/2021 8:00:00 AM,5/12/2021 5:00:00 PM,
CGTE93470,Not Started,LINXS-1907.C.5.16,,Install Cable Trays-APM South - GW TW - Bents 50 to 52 - Frame 14 - REI-1994,4/22/2021 8:00:00 AM,5/12/2021 5:00:00 PM,
CGTE93500,Not Started,LINXS-1907.C.5.16,,Pull Lighting Cable - GW TW - Bents 50 to 52 - Frame 14 - REI-851,6/21/2021 8:00:00 AM,6/22/2021 5:00:00 PM,
CGTE93480,Not Started,LINXS-1907.C.5.16,,Install Axel Counters/Norming Points - GW TW - Bents 50 to 52 - Frame 14 - REI-850,6/21/2021 8:00:00 AM,6/25/2021 5:00:00 PM,
CGTE93490,Not Started,LINXS-1907.C.5.16,,Install Lightning Protection - GW TW - Bents 50 to 52 - Frame 14 - REI-2424,5/25/2021 8:00:00 AM,6/1/2021 5:00:00 PM,
CGTE93510,Not Started,LINXS-1907.C.5.16,,Trim Egress Lighting - GW TW - Bents 50 to 52 - Frame 14 - REI-852,6/23/2021 8:00:00 AM,6/24/2021 5:00:00 PM,
CGTE93520,Not Started,LINXS-1907.C.5.16,,Install Wayside Poles Bents 47 to 49 - GW TW - Bents 47 to 49 - Frame 13 - REI-3532,6/2/2021 8:00:00 AM,6/11/2021 5:00:00 PM,
CGE60030,Not Started,LINXS-1907.C.5.17,,Install Comm Vaults GW - Bent 56-58 - Frame 16 - REI-861,1/24/2020 8:00:00 AM,1/30/2020 5:00:00 PM,
CG30500.FR15.2AN,Not Started,LINXS-1907.C.5.17,GG526,Guideway - Frame 2GW1-F2 - Install MV Conduits Bents 53 to 55-North - GW - Bent 53-55 - Frame 15 - REI-2005,4/14/2020 8:00:00 AM,5/5/2020 5:00:00 PM,
CG30500.FR15.2AS,Not Started,LINXS-1907.C.5.17,GG526,Guideway - Frame 2GW1-F2 - Install MV Conduits Bents 53 to 55-South - GW - Bent 53-55 - Frame 15 - REI-2006,4/14/2020 8:00:00 AM,5/5/2020 5:00:00 PM,
CG30590.FR16N.2A1,Not Started,LINXS-1907.C.5.17,GG556,Guideway - Frame 2GW2-F1 - Install MV Conduits Bents 55 to 57-North - GW - Bent 56-58 - Frame 16 - REI-2007,4/23/2020 8:00:00 AM,5/8/2020 5:00:00 PM,
CG30590.FR16N.2A2,Not Started,LINXS-1907.C.5.17,GG556,Guideway - Frame 2GW2-F1 - Install MV Conduits Bents 57 to 59-North - GW - Bent 56-58 - Frame 16 - REI-2009,5/11/2020 8:00:00 AM,5/29/2020 5:00:00 PM,
CGE60130,Not Started,LINXS-1907.C.5.17,,Grounding of Structure - GW - Bent 53-55 - Frame 15 - REI-2426,4/10/2020 8:00:00 AM,4/13/2020 5:00:00 PM,
CGE60140,Not Started,LINXS-1907.C.5.17,GG557,Install Guideway Surface Conduits- Switching Locations-Bents 55 to 59-North - GW - Bent 56-58 - Frame 16 - REI-2011,1/15/2021 8:00:00 AM,2/5/2021 5:00:00 PM,
CGE60150,Not Started,LINXS-1907.C.5.17,GG557,Install Guideway Surface Conduits- Switching Locations-Bents 55 to 59-South - GW - Bent 56-58 - Frame 16 - REI-2012,2/8/2021 8:00:00 AM,3/1/2021 5:00:00 PM,
CGE60160,Not Started,LINXS-1907.C.5.17,GG557,Install Guideway Surface Conduits- 375VDC- Bents 55 to 59-North - GW - Bent 56-58 - Frame 16 - REI-2013,2/8/2021 8:00:00 AM,3/19/2021 5:00:00 PM,
CGE60170,Not Started,LINXS-1907.C.5.17,GG557,Install Guideway Surface Conduits- 375VDC- Bents 55 to 59-South - GW - Bent 56-58 - Frame 16 - REI-2014,2/8/2021 8:00:00 AM,3/19/2021 5:00:00 PM,
CGE90520,Not Started,LINXS-1907.C.5.17,,Install Column Conduits  GW - Bent 56-58 - Frame 16 - REI-858,1/24/2020 8:00:00 AM,2/6/2020 5:00:00 PM,
CGE90530,Not Started,LINXS-1907.C.5.17,,Install Grounding GW - Bent 56-58 - Frame 16 - REI-2425,2/25/2020 8:00:00 AM,3/2/2020 5:00:00 PM,
CG30590.FR16N.2A12,Not Started,LINXS-1907.C.5.17,GG556,Guideway - Frame 2GW2-F1 - Install MV Conduits Bents 55 to 57-South - GW - Bent 56-58 - Frame 16 - REI-2008,4/23/2020 8:00:00 AM,5/8/2020 5:00:00 PM,
CG30590.FR16N.2A22,Not Started,LINXS-1907.C.5.17,GG556,Guideway - Frame 2GW2-F1 - Install MV Conduits Bents 57 to 59-South - GW - Bent 56-58 - Frame 16 - REI-2010,6/1/2020 8:00:00 AM,6/18/2020 5:00:00 PM,
CGE91060,Not Started,LINXS-1907.C.5.17,,Grounding of Structure - GW - Bent 56-58 - Frame 16 - REI-2426,4/10/2020 8:00:00 AM,4/13/2020 5:00:00 PM,
CGE91070,Not Started,LINXS-1907.C.5.17,,Install Grounding GW - Bent 53-55 - Frame 15 - REI-2425,2/25/2020 8:00:00 AM,3/2/2020 5:00:00 PM,
CGE91090,Not Started,LINXS-1907.C.5.17,,Install Comm Vaults GW - Bent 53-55 - Frame 15 - REI-861,2/11/2020 8:00:00 AM,2/17/2020 5:00:00 PM,
CGE91080,Not Started,LINXS-1907.C.5.17,,Install Column Conduits  GW - Bent 53-55 - Frame 15 - REI-858,2/11/2020 8:00:00 AM,2/24/2020 5:00:00 PM,
CGE60120,Not Started,LINXS-1907.C.5.18,GG527,Install Guideway Surface Conduits- Bent 53-55 - Frame 15 - REI-862,8/11/2020 8:00:00 AM,8/13/2020 5:00:00 PM,
CGTE81010,Not Started,LINXS-1907.C.5.18,,Install Wayside Cabinets - GW TW - Bent 53-55 - Frame 15 - REI-864,12/18/2020 8:00:00 AM,12/22/2020 5:00:00 PM,
CGTE81020,Not Started,LINXS-1907.C.5.18,,Install Switching Equipment/Signals - GW TW - Bent 53-55 - Frame 15 - REI-865,3/30/2021 8:00:00 AM,4/1/2021 5:00:00 PM,
CGTE81030,Not Started,LINXS-1907.C.5.18,,Ground Switching Equipment - GW TW - Bent 53-55 - Frame 15 - REI-866,12/23/2020 8:00:00 AM,12/24/2020 5:00:00 PM,
CGTE81040,Not Started,LINXS-1907.C.5.18,,Install Power Rail Bents 52 to 59 - GW TW - Bent 53-55 - Frame 15 - REI-867,4/2/2021 8:00:00 AM,4/15/2021 5:00:00 PM,
CGTE81050,Not Started,LINXS-1907.C.5.18,,Power Rail Bonding - GW TW - Bent 53-55 - Frame 15 - REI-868,4/2/2021 8:00:00 AM,4/8/2021 5:00:00 PM,
CGTE81060,Not Started,LINXS-1907.C.5.18,GG527,Install Cable Trays-LAWA - GW TW - Bent 53-55 - Frame 15 - REI-869,4/30/2021 8:00:00 AM,5/11/2021 5:00:00 PM,
CGTE81070,Not Started,LINXS-1907.C.5.18,GG527,Install Cable Trays-APM North - GW TW - Bent 53-55 - Frame 15 - REI-2015,4/30/2021 8:00:00 AM,5/11/2021 5:00:00 PM,
CGTE81080,Not Started,LINXS-1907.C.5.18,GG527,Install Cable Trays-APM South - GW TW - Bent 53-55 - Frame 15 - REI-2016,4/30/2021 8:00:00 AM,5/11/2021 5:00:00 PM,
CGTE81090,Not Started,LINXS-1907.C.5.18,,Pull Lighting Cable - GW TW - Bent 53-55 - Frame 15 - REI-872,5/12/2021 8:00:00 AM,5/14/2021 5:00:00 PM,
CGTE81100,Not Started,LINXS-1907.C.5.18,,Pull Low Voltage - Backbone Cable - Guideway & Column Devices - GW TW - Bents 52 to 59 - REI-1996,6/21/2021 8:00:00 AM,7/12/2021 5:00:00 PM,
CGTE81110,Not Started,LINXS-1907.C.5.18,,Install Lightning Protection - GW TW - Bent 53-55 - Frame 15 - REI-2427,5/24/2021 8:00:00 AM,5/25/2021 5:00:00 PM,
CGTE81120,Not Started,LINXS-1907.C.5.18,,Walkway Egress Lighting Rough-In-Bents 52 to 55 - GW TW - Bent 53-55 - Frame 15 - REI-870,5/12/2021 8:00:00 AM,6/3/2021 5:00:00 PM,
CGTE81130,Not Started,LINXS-1907.C.5.18,,Install Axel Counters/Norming Points - GW TW - Bent 53-55 - Frame 15 - REI-871,5/12/2021 8:00:00 AM,5/14/2021 5:00:00 PM,
CGTE81140,Not Started,LINXS-1907.C.5.18,,Walkway Egress Lighting Rough-In- Bents 56 to 59 - GW TW - Bent 56-58 - Frame 16 - REI-2017,5/27/2021 8:00:00 AM,6/18/2021 5:00:00 PM,
CGTE81150,Not Started,LINXS-1907.C.5.18,,Trim Egress Lighting - GW TW - Bent 53-55 - Frame 15 - REI-873,5/17/2021 8:00:00 AM,5/19/2021 5:00:00 PM,
CGTE81160,Not Started,LINXS-1907.C.5.18,,Pull Low Voltage/Systems Cable - GW TW - Bents 52 to 59 - REI-874,6/23/2021 8:00:00 AM,6/29/2021 5:00:00 PM,
CGTE81170,Not Started,LINXS-1907.C.5.18,,Pull APM Train Control Cable - GW TW - Bents 52 to 59 - REI-875,6/23/2021 8:00:00 AM,6/29/2021 5:00:00 PM,
CGTE81180,Not Started,LINXS-1907.C.5.18,,Trim Low Voltage/Systems Devices - GW TW - Bents 52 to 59 - REI-876,6/30/2021 8:00:00 AM,7/7/2021 5:00:00 PM,
CGTE81190,Not Started,LINXS-1907.C.5.18,,Trim Electrical/APM cables - GW TW - Bents 52 to 59 - REI-877,6/30/2021 8:00:00 AM,7/7/2021 5:00:00 PM,
CGTE81200,Not Started,LINXS-1907.C.5.18,,Test Low Voltage - Backbone Cable - GW TW - Bents 52 to 59 - REI-1997,7/13/2021 8:00:00 AM,7/19/2021 5:00:00 PM,
CGTE81210,Not Started,LINXS-1907.C.5.18,,Pull Low Voltage - Horizontal Cable - GW TW - Bents 52 to 59 - REI-1998,7/13/2021 8:00:00 AM,7/21/2021 5:00:00 PM,
CGTE81220,Not Started,LINXS-1907.C.5.18,,Install Low Voltage - Devices Comms - GW TW - Bents 52 to 59 - REI-1999,7/20/2021 8:00:00 AM,7/29/2021 5:00:00 PM,
CGTE81230,Not Started,LINXS-1907.C.5.18,,Test Low Voltage - Horizontal Cable - GW TW - Bents 52 to 59 - REI-2000,7/22/2021 8:00:00 AM,7/26/2021 5:00:00 PM,
CGTE81240,Not Started,LINXS-1907.C.5.18,,Install Low Voltage - Devices Security - GW TW - Bents 52 to 59 - REI-2001,7/27/2021 8:00:00 AM,8/5/2021 5:00:00 PM,
CGTE81250,Not Started,LINXS-1907.C.5.18,,Trim Low Voltage - Devices - GW TW - Bents 52 to 59 - REI-2002,8/6/2021 8:00:00 AM,8/10/2021 5:00:00 PM,
CGTE81260,Not Started,LINXS-1907.C.5.18,,Test Low Voltage - Devices - GW TW - Bents 52 to 59 - REI-2003,8/11/2021 8:00:00 AM,8/12/2021 5:00:00 PM,
CGTE81270,Not Started,LINXS-1907.C.5.18,,Test/Checkout Guideway - GW TW - Bents 52 to 59 - REI-878,8/13/2021 8:00:00 AM,8/17/2021 5:00:00 PM,
CGTE81105,Not Started,LINXS-1907.C.5.18,,Test Low Voltage - Backbone Cable Loop A - REI-2515,11/18/2021 8:00:00 AM,11/22/2021 5:00:00 PM,
CGTE81115,Not Started,LINXS-1907.C.5.18,,Test Low Voltage - Backbone Cable Loop B - REI-2516,11/18/2021 8:00:00 AM,11/22/2021 5:00:00 PM,
CGE90310,Not Started,LINXS-1907.C.5.18,,Install WOW - Bent 53-55 - Frame 15,8/14/2020 8:00:00 AM,9/2/2020 5:00:00 PM,
CGTE92560,Not Started,LINXS-1907.C.5.18,,Install Wayside Poles - GW TW - Bent 53-55 - Frame 15 - REI-3533,5/12/2021 8:00:00 AM,5/21/2021 5:00:00 PM,
CGTE93530,Not Started,LINXS-1907.C.5.18,,Install Wayside Cabinets - GW TW - Bent 56-58 - Frame 16 - REI-864,1/25/2021 8:00:00 AM,1/28/2021 5:00:00 PM,
CGTE93550,Not Started,LINXS-1907.C.5.18,,Install Switching Equipment/Signals - GW TW - Bent 56-58 - Frame 16 - REI-865,2/2/2021 8:00:00 AM,2/3/2021 5:00:00 PM,
CGTE93540,Not Started,LINXS-1907.C.5.18,,Ground Switching Equipment - GW TW - Bent 56-58 - Frame 16 - REI-866,1/29/2021 8:00:00 AM,2/1/2021 5:00:00 PM,
CGTE93560,Not Started,LINXS-1907.C.5.18,,Install Power Rail Bents 52 to 59 - GW TW - Bent 56-58 - Frame 16 - REI-867,2/4/2021 8:00:00 AM,3/3/2021 5:00:00 PM,
CGTE93570,Not Started,LINXS-1907.C.5.18,,Power Rail Bonding - GW TW - Bent 56-58 - Frame 16 - REI-868,2/4/2021 8:00:00 AM,2/10/2021 5:00:00 PM,
CGTE93580,Not Started,LINXS-1907.C.5.18,GG527,Install Cable Trays-LAWA - GW TW - Bent 56-58 - Frame 16 - REI-869,4/9/2021 8:00:00 AM,4/20/2021 5:00:00 PM,
CGTE93590,Not Started,LINXS-1907.C.5.18,GG527,Install Cable Trays-APM North - GW TW - Bent 56-58 - Frame 16 - REI-2015,4/9/2021 8:00:00 AM,4/20/2021 5:00:00 PM,
CGTE93600,Not Started,LINXS-1907.C.5.18,GG527,Install Cable Trays-APM South - GW TW - Bent 56-58 - Frame 16 - REI-2016,4/9/2021 8:00:00 AM,4/20/2021 5:00:00 PM,
CGTE93640,Not Started,LINXS-1907.C.5.18,,Pull Lighting Cable - GW TW - Bent 56-58 - Frame 16 - REI-872,6/21/2021 8:00:00 AM,6/22/2021 5:00:00 PM,
CGTE93630,Not Started,LINXS-1907.C.5.18,,Install Lightning Protection - GW TW - Bent 56-58 - Frame 16 - REI-2427,5/3/2021 8:00:00 AM,5/4/2021 5:00:00 PM,
CGTE93610,Not Started,LINXS-1907.C.5.18,,Install Axel Counters/Norming Points - GW TW - Bent 56-58 - Frame 16 - REI-871,6/21/2021 8:00:00 AM,6/25/2021 5:00:00 PM,
CGTE93650,Not Started,LINXS-1907.C.5.18,,Trim Egress Lighting - GW TW - Bent 56-58 - Frame 16 - REI-873,6/23/2021 8:00:00 AM,6/24/2021 5:00:00 PM,
CGTE93620,Not Started,LINXS-1907.C.5.18,,Install Wayside Poles - GW TW - Bent 56-58 - Frame 16 - REI-3533,4/21/2021 8:00:00 AM,4/30/2021 5:00:00 PM,
CGE91110,Not Started,LINXS-1907.C.5.18,,Install WOW - Bent 56-58 - Frame 16 - Bent 52-59,3/22/2021 8:00:00 AM,4/8/2021 5:00:00 PM,
CSGE40080,Not Started,LINXS-1907.C.5.19,GG587,Install Guideway Surface Conduits- Bents 62 to 66 - WITF STN GW  - REI-1825,6/16/2020 8:00:00 AM,6/25/2020 5:00:00 PM,
CG31150.FR19N.2A,Not Started,LINXS-1907.C.5.19,GG67N6,Guideway - Frame 2GW3-F1N - Install MV Conduits Bents 64 to 67-North - GW  - Bent 64 to 72 - REI-881,6/24/2020 8:00:00 AM,7/22/2020 5:00:00 PM,
CG31160.FR19S.2A,Not Started,LINXS-1907.C.5.19,GG67S6,Guideway - Frame 2GW3-F1S - Install MV Conduits Bents 64 to 67-South - GW  - Bent 64 to 72 - REI-2027,6/24/2020 8:00:00 AM,7/22/2020 5:00:00 PM,
CGE61050,Not Started,LINXS-1907.C.5.19,,Install Comm Vaults Bents 64 to 67 - GW  - Bent 64 to 72 - REI-882,6/17/2021 8:00:00 AM,6/24/2021 5:00:00 PM,
CG31230.FR21.2AN,Not Started,LINXS-1907.C.5.19,GG726,Guideway - Frame 2GW3-F2 - Install MV Conduits Bents 70 to 72-North - GW  - Bent 64 to 72 - REI-2030,11/13/2020 8:00:00 AM,12/2/2020 5:00:00 PM,
CG31230.FR21.2AS,Not Started,LINXS-1907.C.5.19,GG726,Guideway - Frame 2GW3-F2 - Install MV Conduits Bents 70 to 72-South - GW  - Bent 64 to 72 - REI-2031,11/13/2020 8:00:00 AM,12/2/2020 5:00:00 PM,
CGE61100,Not Started,LINXS-1907.C.5.19,,Grounding of Structure - GW  - Bent 64 to 72 - REI-2428,11/24/2020 8:00:00 AM,11/25/2020 5:00:00 PM,
CGE61110,Not Started,LINXS-1907.C.5.19,,Install Guideway Surface Conduits- Switching Locations-Bents 68 to 73 - GW  - Bent 64 to 72 - REI-885,12/3/2020 8:00:00 AM,12/24/2020 5:00:00 PM,
CGE61120,Not Started,LINXS-1907.C.5.19,,Install Guideway Surface Conduits- 375VDC-Bents 68 to 73 - GW  - Bent 64 to 72 - REI-2032,12/3/2020 8:00:00 AM,12/24/2020 5:00:00 PM,
CGE61130,Not Started,LINXS-1907.C.5.19,,Install Guideway Surface Conduits- Bents 67 to 68 - GW  - Bent 64 to 72 - REI-2033,1/4/2021 8:00:00 AM,1/5/2021 5:00:00 PM,
CGE90370,Not Started,LINXS-1907.C.5.19,,Install Column Conduits- Bents 64 to 67 - GW  - Bent 64 to 72 - REI-879,2/25/2020 8:00:00 AM,3/2/2020 5:00:00 PM,
CGE90380,Not Started,LINXS-1907.C.5.19,,Install Grounding - Bents 64 to 67 - GW  - Bent 64 to 72 - REI-880,3/3/2020 8:00:00 AM,3/13/2020 5:00:00 PM,
CG31150.FR19N.2A10,Not Started,LINXS-1907.C.5.19,GG67N6,Guideway - Frame 2GW3-F1N - Install MV Conduits Bents 67 to 70-North - GW  - Bent 64 to 72 - REI-2028,7/23/2020 8:00:00 AM,8/14/2020 5:00:00 PM,
CG31150.FR19N.2A20,Not Started,LINXS-1907.C.5.19,GG67N6,Guideway - Frame 2GW3-F1S - Install MV Conduits Bents 67 to 70-North - GW  - Bent 64 to 72 - REI-2029,8/17/2020 8:00:00 AM,9/9/2020 5:00:00 PM,
CGTE90010,Not Started,LINXS-1907.C.5.20,,Install Wayside Cabinets - GW TW - Bent 64 to 72 - REI-887,5/4/2021 8:00:00 AM,5/21/2021 5:00:00 PM,
CGTE90020,Not Started,LINXS-1907.C.5.20,,Install Switching Equipment/Signals - GW TW - Bent 64 to 72 - REI-888,5/24/2021 8:00:00 AM,6/1/2021 5:00:00 PM,
CGTE90030,Not Started,LINXS-1907.C.5.20,,Ground Switching Equipment - GW TW - Bent 64 to 72 - REI-889,5/24/2021 8:00:00 AM,5/28/2021 5:00:00 PM,
CGTE90040,Not Started,LINXS-1907.C.5.20,,Install Power Rail- Bents 68 to 73 - GW TW - Bent 64 to 72 - REI-890,6/2/2021 8:00:00 AM,6/17/2021 5:00:00 PM,
CGTE90050,Not Started,LINXS-1907.C.5.20,,Power Rail Bonding - GW TW - Bent 64 to 72 - REI-891,6/22/2021 8:00:00 AM,6/24/2021 5:00:00 PM,
CGTE90060,Not Started,LINXS-1907.C.5.20,,Install Power Rail- Bents 67 to 68 - GW TW - Bent 64 to 72 - REI-2036,6/18/2021 8:00:00 AM,6/21/2021 5:00:00 PM,
CGTE90070,Not Started,LINXS-1907.C.5.20,,Install Power Rail- Bents 59 to 67 - GW TW - Bent 64 to 72 - REI-2037,6/22/2021 8:00:00 AM,7/15/2021 5:00:00 PM,
CGTE90080,Not Started,LINXS-1907.C.5.20,,Install Cable Trays-LAWA - GW TW - Bent 64 to 72 - REI-892,6/25/2021 8:00:00 AM,7/23/2021 5:00:00 PM,
CGTE90090,Not Started,LINXS-1907.C.5.20,,Install Cable Trays-APM North - GW TW - Bent 64 to 72 - REI-2038,7/12/2021 8:00:00 AM,8/6/2021 5:00:00 PM,
CGTE90100,Not Started,LINXS-1907.C.5.20,,Install Cable Trays-APM South - GW TW - Bent 64 to 72 - REI-2039,7/12/2021 8:00:00 AM,8/6/2021 5:00:00 PM,
CGTE90110,Not Started,LINXS-1907.C.5.20,,Walkway Egress Lighting Rough-In-Bents 68 to 73 - GW TW - Bent 64 to 72 - REI-893,8/9/2021 8:00:00 AM,9/3/2021 5:00:00 PM,
