task_code,status_code,wbs_id,task_name,start_date,end_date,user_field_833,delete_record_flag,,
CGTE20050,Not Started,LINXS-1908.C.5.6,Power Rail Bonding - GW TW - Bents 31 to 34 - Frame 10 - REI-509,3/22/2021 08:00,3/26/2021 17:00,,,,
CGTE20060,Not Started,LINXS-1908.C.5.6,Walkway Egress Lighting Rough-In - GW TW - Bents 31 to 34 - Frame 10 - REI-513,4/21/2021 08:00,4/27/2021 17:00,,,,
CGTE20070,Not Started,LINXS-1908.C.5.6,Install Axel Counters/Norming Points - GW TW - Bents 31 to 34 - Frame 10 - REI-516,6/28/2021 08:00,7/2/2021 17:00,,,,
CGTE20080,Not Started,LINXS-1908.C.5.6,Install Cable Trays-LAWA - GW TW - Bents 31 to 34 - Frame 10 - REI-510,2/25/2021 08:00,3/11/2021 17:00,,,,
CGTE20090,Not Started,LINXS-1908.C.5.6,Install Cable Trays-APM North - GW TW - Bents 31 to 34 - Frame 10 - REI-1888,3/22/2021 08:00,4/5/2021 17:00,,,,
CGTE20100,Not Started,LINXS-1908.C.5.6,Install Cable Trays-APM South - GW TW - Bents 31 to 34 - Frame 10 - REI-1889,4/6/2021 08:00,4/20/2021 17:00,,,,
CGTE20110,Not Started,LINXS-1908.C.5.6,Pull Lighting Cable - GW TW - Bents 31 to 34 - Frame 10 - REI-511,4/28/2021 08:00,5/4/2021 17:00,,,,
CGTE20120,Not Started,LINXS-1908.C.5.6,Pull Low Voltage - Backbone Cable - Guideway & Column Devices - GW TW - Bents 31 to 34 - Frame 10 - REI-1892,5/5/2021 08:00,5/25/2021 17:00,,,,
CGTE20130,Not Started,LINXS-1908.C.5.6,Install Lightning Protection - GW TW - Bents 31 to 34 - Frame 10 - REI-2414,5/10/2021 08:00,5/14/2021 17:00,,,,
CGTE20140,Not Started,LINXS-1908.C.5.6,Trim Egress Lighting - GW TW - Bents 31 to 34 - Frame 10 - REI-512,5/5/2021 08:00,5/11/2021 17:00,,,,
CGTE20150,Not Started,LINXS-1908.C.5.6,Pull APM Train Control Cable - GW TW - Bents 31 to 34 - Frame 10 - REI-515,5/17/2021 08:00,5/28/2021 17:00,,,,
CGTE20160,Not Started,LINXS-1908.C.5.6,Pull DC Cable - GW TW - Bents 31 to 34 - Frame 10 - REI-1890,5/17/2021 08:00,6/14/2021 17:00,,,,
CGTE20170,Not Started,LINXS-1908.C.5.6,Test Low Voltage - Backbone Cable - GW TW - Bents 31 to 34 - Frame 10 - REI-1893,5/26/2021 08:00,6/7/2021 17:00,,,,
CGTE20180,Not Started,LINXS-1908.C.5.6,Pull Low Voltage - Horizontal Cable - GW TW - Bents 31 to 34 - Frame 10 - REI-1894,5/26/2021 08:00,6/2/2021 17:00,,,,
CGTE20190,Not Started,LINXS-1908.C.5.6,Test Low Voltage - Horizontal Cable - GW TW - Bents 31 to 34 - Frame 10 - REI-1896,6/3/2021 08:00,6/9/2021 17:00,,,,
CGTE20200,Not Started,LINXS-1908.C.5.6,Install Low Voltage - Devices Comms - GW TW - Bents 31 to 34 - Frame 10 - REI-1895,6/8/2021 08:00,6/17/2021 17:00,,,,
CGTE20210,Not Started,LINXS-1908.C.5.6,Install Low Voltage - Devices Security - GW TW - Bents 31 to 34 - Frame 10 - REI-1897,6/15/2021 08:00,6/24/2021 17:00,,,,
CGTE20220,Not Started,LINXS-1908.C.5.6,Trim Electrical/APM cables - GW TW - Bents 31 to 34 - Frame 10 - REI-518,6/15/2021 08:00,6/21/2021 17:00,,,,
CGTE20230,Not Started,LINXS-1908.C.5.6,Trim Low Voltage - Devices - GW TW - Bents 31 to 34 - Frame 10 - REI-1898,6/25/2021 08:00,7/1/2021 17:00,,,,
CGTE20240,Not Started,LINXS-1908.C.5.6,Test Low Voltage - Devices - GW TW - Bents 31 to 34 - Frame 10 - REI-1899,7/2/2021 08:00,7/9/2021 17:00,,,,
CGTE20250,Not Started,LINXS-1908.C.5.6,Test/Checkout Guideway - GW TW - Bents 31 to 34 - Frame 10 - REI-519,12/20/2021 08:00,12/22/2021 17:00,,,,
CGTE20175,Not Started,LINXS-1908.C.5.6,Test Low Voltage - Backbone Cable Loop A - Bents 31 to 34 - Frame 10 - REI,12/15/2021 08:00,12/17/2021 17:00,,,,
CGTE20185,Not Started,LINXS-1908.C.5.6,Test Low Voltage - Backbone Cable Loop B- Bents 31 to 34 - Frame 10 - REI,12/15/2021 08:00,12/17/2021 17:00,,,,
CGTE92510,Not Started,LINXS-1908.C.5.6,Install Wayside Poles - GW TW - Bents 31 to 34 - Frame 10 - REI-3529,4/28/2021 08:00,5/7/2021 17:00,,,,
CG10905.FR10.2AN,Not Started,LINXS-1908.C.5.7,Guideway - Frame 1GW4-F1 - Install MV Conduits Bents 35 to 36-North - GW - Frame 10.1 - REI-522,7/17/2020 08:00,8/13/2020 17:00,,,,
CGE30040,Not Started,LINXS-1908.C.5.7,Install Comm Vaults Bents 37 To 39 - GW - Frame 11 - REI-523,9/17/2020 08:00,9/18/2020 17:00,,,,
CG10905.FR10.2AS,Not Started,LINXS-1908.C.5.7,Guideway - Frame 1GW4-F1 - Install MV Conduits Bents 35 to 36-South - GW - Frame 10.1 - REI-1900,7/17/2020 08:00,8/13/2020 17:00,,,,
CG10530.FR11.2AN1,Not Started,LINXS-1908.C.5.7,Guideway - Frame 1GW4-F2 - Install MV Conduits Bents 37 to 39-North - CTA - GW - Frame 11 - REI-1901,11/11/2020 08:00,12/3/2020 17:00,,,,
CG10530.FR11.2AS1,Not Started,LINXS-1908.C.5.7,Guideway - Frame 1GW4-F2 - Install MV Conduits Bents 37 to 39-South - CTA - GW - Frame 11 - REI-1902,11/11/2020 08:00,12/3/2020 17:00,,,,
CG10530.FR11.2AN2,Not Started,LINXS-1908.C.5.7,Guideway - Frame 1GW4-F3 - Install MV Conduits Bents 40 to 41-North - CTA - GW - Frame 11.1 - REI-1903,11/25/2020 08:00,12/17/2020 17:00,,,,
CG10530.FR11.2AS2,Not Started,LINXS-1908.C.5.7,Guideway - Frame 1GW4-F3 - Install MV Conduits Bents 40 to 41-South - CTA - GW - Frame 11.1 - REI-1904,11/25/2020 08:00,12/17/2020 17:00,,,,
CGE30120,Not Started,LINXS-1908.C.5.7,Grounding of Structure - Bents 37 To 39 - GW - Frame 11 - REI-2415,12/4/2020 08:00,12/9/2020 17:00,,,,
CGE90460,Not Started,LINXS-1908.C.5.7,Install Column Conduits Bents 37 To 39 - GW - Frame 11 - REI-520,9/21/2020 08:00,9/30/2020 17:00,,,,
CGE90470,Not Started,LINXS-1908.C.5.7,Install Grounding Bents 37 To 39 - GW - Frame 11 - REI-521,10/1/2020 08:00,10/5/2020 17:00,,,,
CGE90820,Not Started,LINXS-1908.C.5.7,Install Comm Vaults - Bents 35 to 36 - GW - Frame 10.1 - REI-523,5/18/2020 08:00,5/19/2020 17:00,,,,
CGE90850,Not Started,LINXS-1908.C.5.7,Grounding of Structure - Bents 35 to 36 - GW - Frame 10.1 - REI-2415,8/14/2020 08:00,8/18/2020 17:00,,,,
CGE90830,Not Started,LINXS-1908.C.5.7,Install Column Conduits - Bents 35 to 36 - GW - Frame 10.1 - REI-520,5/20/2020 08:00,5/29/2020 17:00,,,,
CGE90840,Not Started,LINXS-1908.C.5.7,Install Grounding - Bents 35 to 36 - CTA - GW - Frame 10.1 - REI-521,6/1/2020 08:00,6/3/2020 17:00,,,,
CGE90880,Not Started,LINXS-1908.C.5.7,Install Comm Vaults Bents 40 To 41 - GW - Frame 11.1 - REI-523,9/23/2020 08:00,9/24/2020 17:00,,,,
CGE90910,Not Started,LINXS-1908.C.5.7,Grounding of Structure - Bents 40 To 41 - GW - Frame 11.1 - REI-2415,12/18/2020 08:00,12/23/2020 17:00,,,,
CGE90890,Not Started,LINXS-1908.C.5.7,Install Column Conduits Bents 40 To 41 - GW - Frame 11.1 - REI-520,9/25/2020 08:00,10/1/2020 17:00,,,,
CGE90900,Not Started,LINXS-1908.C.5.7,Install Grounding Bents 40 To 41 - GW - Frame 11.1 - REI-521,10/2/2020 08:00,10/6/2020 17:00,,,,
CGE30130,Not Started,LINXS-1908.C.5.8,Install Guideway Surface Conduits-Bents 37 To 39 - GW - Frame 11 - REI-524,6/28/2021 08:00,6/30/2021 17:00,,,,
CGTE30010,Not Started,LINXS-1908.C.5.8,Install Wayside Cabinets - Bents 40 To 41 - GW - Frame 11.1 - REI-525,8/6/2021 08:00,8/16/2021 17:00,,,,
CGTE30020,Not Started,LINXS-1908.C.5.8,Install Switching Equipment/Signals - Bents 40 To 41 - GW - Frame 11.1 - REI-526,9/13/2021 08:00,9/17/2021 17:00,,,,
CGTE30030,Not Started,LINXS-1908.C.5.8,Ground Switching Equipment - Bents 40 To 41 - GW - Frame 11.1 - REI-527,8/17/2021 08:00,8/19/2021 17:00,,,,
CGTE30040,Not Started,LINXS-1908.C.5.8,Install Power Rail Bents Bents 40 To 41 - GW - Frame 11.1 - REI-528,9/20/2021 08:00,10/1/2021 17:00,,,,
CGTE30050,Not Started,LINXS-1908.C.5.8,Power Rail Bonding - Bents 40 To 41 - GW - Frame 11.1 - REI-529,9/20/2021 08:00,9/22/2021 17:00,,,,
CGTE30060,Not Started,LINXS-1908.C.5.8,Install Cable Trays-LAWA - Bents 40 To 41 - GW - Frame 11.1 - REI-530,10/4/2021 08:00,10/13/2021 17:00,,,,
CGTE30070,Not Started,LINXS-1908.C.5.8,Install Cable Trays-APM North - Bents 40 To 41 - GW - Frame 11.1 - REI-1907,10/4/2021 08:00,10/13/2021 17:00,,,,
CGTE30080,Not Started,LINXS-1908.C.5.8,Walkway Egress Lighting Rough-In-Bents 35 to 36 - GW - Frame 10.1 - REI-533,10/6/2021 08:00,11/1/2021 17:00,,,,
CGTE30090,Not Started,LINXS-1908.C.5.8,Walkway Egress Lighting Rough-In-Bents 40 To 41 - GW - Frame 11.1 - REI-1909,10/14/2021 08:00,11/9/2021 17:00,,,,
CGTE30100,Not Started,LINXS-1908.C.5.8,Install Cable Trays-APM South - Bents 40 To 41 - GW - Frame 11.1 - REI-1908,10/14/2021 08:00,10/25/2021 17:00,,,,
CGTE30110,Not Started,LINXS-1908.C.5.8,Install Axel Counters/Norming Points - Bents 40 To 41 - GW - Frame 11.1 - REI-536,11/10/2021 08:00,11/11/2021 17:00,,,,
CGTE30120,Not Started,LINXS-1908.C.5.8,Pull Lighting Cable - Bents 40 To 41 - GW - Frame 11.1 - REI-531,10/26/2021 08:00,10/28/2021 17:00,,,,
CGTE30130,Not Started,LINXS-1908.C.5.8,Pull Low Voltage - Backbone Cable - Guideway & Column Devices - GW TW - Bent 36 to 41 - REI-1910,10/26/2021 08:00,11/15/2021 17:00,,,,
CGTE30140,Not Started,LINXS-1908.C.5.8,Install Lightning Protection - Bents 40 To 41 - GW - Frame 11.1 - REI-2416,11/10/2021 08:00,11/12/2021 17:00,,,,
CGTE30150,Not Started,LINXS-1908.C.5.8,Trim Egress Lighting - Bents 40 To 41 - GW - Frame 11.1 - REI-532,10/29/2021 08:00,11/4/2021 17:00,,,,
CGTE30160,Not Started,LINXS-1908.C.5.8,Pull APM Train Control Cable - GW TW - Bent 36 to 41 - REI-535,11/15/2021 08:00,11/19/2021 17:00,,,,
CGTE30170,Not Started,LINXS-1908.C.5.8,Test Low Voltage - Backbone Cable - GW TW - Bent 36 to 41 - REI-1911,11/16/2021 08:00,11/22/2021 17:00,,,,
CGTE30180,Not Started,LINXS-1908.C.5.8,Pull Low Voltage - Horizontal Cable - GW TW - Bent 36 to 41 - REI-1912,11/16/2021 08:00,11/22/2021 17:00,,,,
CGTE30190,Not Started,LINXS-1908.C.5.8,Trim Electrical/APM cables - GW TW - Bent 36 to 41 - REI-538,11/22/2021 08:00,11/30/2021 17:00,,,,
CGTE30200,Not Started,LINXS-1908.C.5.8,Test Low Voltage - Horizontal Cable - GW TW - Bent 36 to 41 - REI-1914,11/23/2021 08:00,12/1/2021 17:00,,,,
CGTE30210,Not Started,LINXS-1908.C.5.8,Install Low Voltage - Devices Comms - GW TW - Bent 36 to 41 - REI-1913,11/23/2021 08:00,12/6/2021 17:00,,,,
CGTE30220,Not Started,LINXS-1908.C.5.8,Install Low Voltage - Devices Security - GW TW - Bent 36 to 41 - REI-1915,12/2/2021 08:00,12/13/2021 17:00,,,,
CGTE30230,Not Started,LINXS-1908.C.5.8,Trim Low Voltage - Devices - GW TW - Bent 36 to 41 - REI-1916,12/14/2021 08:00,12/20/2021 17:00,,,,
CGTE30240,Not Started,LINXS-1908.C.5.8,Test Low Voltage - Devices - GW TW - Bent 36 to 41 - REI-1917,12/21/2021 08:00,1/4/2022 17:00,,,,
CGTE30250,Not Started,LINXS-1908.C.5.8,Test/Checkout Guideway - GW TW - Bent 36 to 41 - REI-539,1/5/2022 08:00,1/7/2022 17:00,,,,
CGTE30175,Not Started,LINXS-1908.C.5.8,Test Low Voltage - Backbone Cable Loop A - Bent 36 to 41,12/15/2021 08:00,12/17/2021 17:00,,,,
CGTE30185,Not Started,LINXS-1908.C.5.8,Test Low Voltage - Backbone Cable Loop B - Bent 36 to 41,12/15/2021 08:00,12/17/2021 17:00,,,,
CGE90280,Not Started,LINXS-1908.C.5.8,Install WOW -Bents 37 To 39 - GW - Frame 11 - REI,7/1/2021 08:00,7/21/2021 17:00,,,,
CGTE92530,Not Started,LINXS-1908.C.5.8,Install Wayside Poles -Bents 40 To 41 - GW - Frame 11.1 - REI-3530,10/26/2021 08:00,10/28/2021 17:00,,,,
CGE90860,Not Started,LINXS-1908.C.5.8,Install Guideway Surface Conduits-Bents 35 to 36 - GW - Frame 10.1 - REI-524,9/25/2020 08:00,9/29/2020 17:00,,,,
CGE90870,Not Started,LINXS-1908.C.5.8,Install WOW - Bents 35 to 36 - GW - Frame 10.1 - REI,9/30/2020 08:00,10/19/2020 17:00,,,,
CGTE92980,Not Started,LINXS-1908.C.5.8,Install Wayside Cabinets - Bents 35 to 36 - GW - Frame 10.1 - REI-525,3/19/2021 08:00,3/24/2021 17:00,,,,
CGTE93000,Not Started,LINXS-1908.C.5.8,Install Switching Equipment/Signals - Bents 35 to 36 - GW - Frame 10.1 - REI-526,9/13/2021 08:00,9/15/2021 17:00,,,,
CGTE92990,Not Started,LINXS-1908.C.5.8,Ground Switching Equipment - Bents 35 to 36 - GW - Frame 10.1 - REI-527,3/25/2021 08:00,3/25/2021 17:00,,,,
CGTE93010,Not Started,LINXS-1908.C.5.8,Install Power Rail Bents 35 to 36 - GW - Frame 10.1 - REI-528,9/22/2021 08:00,9/28/2021 17:00,,,,
CGTE93020,Not Started,LINXS-1908.C.5.8,Power Rail Bonding - Bents 35 to 36 - GW - Frame 10.1 - REI-529,9/22/2021 08:00,9/22/2021 17:00,,,,
CGTE93030,Not Started,LINXS-1908.C.5.8,Install Cable Trays-LAWA - Bents 35 to 36 - GW - Frame 10.1 - REI-530,9/29/2021 08:00,10/4/2021 17:00,,,,
CGTE93040,Not Started,LINXS-1908.C.5.8,Install Cable Trays-APM North - Bents 35 to 36 - GW - Frame 10.1 - REI-1907,9/29/2021 08:00,10/4/2021 17:00,,,,
CGTE93050,Not Started,LINXS-1908.C.5.8,Install Cable Trays-APM South - Bents 35 to 36 - GW - Frame 10.1 - REI-1908,10/5/2021 08:00,10/8/2021 17:00,,,,
CGTE93060,Not Started,LINXS-1908.C.5.8,Install Axel Counters/Norming Points - Bents 35 to 36 - GW - Frame 10.1 - REI-536,11/2/2021 08:00,11/3/2021 17:00,,,,
CGTE93070,Not Started,LINXS-1908.C.5.8,Pull Lighting Cable - Bents 35 to 36 - GW - Frame 10.1 - REI-531,10/11/2021 08:00,10/13/2021 17:00,,,,
CGTE93090,Not Started,LINXS-1908.C.5.8,Install Lightning Protection - Bents 35 to 36 - GW - Frame 10.1 - REI-2416,10/14/2021 08:00,10/15/2021 17:00,,,,
CGTE93080,Not Started,LINXS-1908.C.5.8,Install Wayside Poles - Bents 35 to 36 - GW - Frame 10.1 - REI-3530,10/11/2021 08:00,10/13/2021 17:00,,,,
CGTE93200,Not Started,LINXS-1908.C.5.8,Walkway Egress Lighting Rough-In-Bents 37 To 39 - GW - Frame 11 - REI-533,10/15/2021 08:00,11/10/2021 17:00,,,,
CGTE93100,Not Started,LINXS-1908.C.5.8,Install Wayside Cabinets - Bents 37 To 39 - GW - Frame 11 - REI-525,9/22/2021 08:00,9/27/2021 17:00,,,,
CGTE93120,Not Started,LINXS-1908.C.5.8,Install Switching Equipment/Signals - Bents 37 To 39 - GW - Frame 11 - REI-526,9/28/2021 08:00,9/30/2021 17:00,,,,
CGTE93110,Not Started,LINXS-1908.C.5.8,Ground Switching Equipment - Bents 37 To 39 - GW - Frame 11 - REI-527,9/28/2021 08:00,9/28/2021 17:00,,,,
CGTE93130,Not Started,LINXS-1908.C.5.8,Install Power Rail Bents 37 To 39 - GW - Frame 11 - REI-528,10/1/2021 08:00,10/7/2021 17:00,,,,
CGTE93140,Not Started,LINXS-1908.C.5.8,Power Rail Bonding - Bents 37 To 39 - GW - Frame 11 - REI-529,10/1/2021 08:00,10/1/2021 17:00,,,,
CGTE93150,Not Started,LINXS-1908.C.5.8,Install Cable Trays-LAWA - Bents 37 To 39 - GW - Frame 11 - REI-530,10/8/2021 08:00,10/13/2021 17:00,,,,
CGTE93160,Not Started,LINXS-1908.C.5.8,Install Cable Trays-APM North - Bents 37 To 39 - GW - Frame 11 - REI-1907,10/8/2021 08:00,10/13/2021 17:00,,,,
CGTE93170,Not Started,LINXS-1908.C.5.8,Install Cable Trays-APM South - Bents 37 To 39 - GW - Frame 11 - REI-1908,10/14/2021 08:00,10/19/2021 17:00,,,,
CGTE93210,Not Started,LINXS-1908.C.5.8,Install Axel Counters/Norming Points - Bents 37 To 39 - GW - Frame 11 - REI-536,11/11/2021 08:00,11/12/2021 17:00,,,,
CGTE93180,Not Started,LINXS-1908.C.5.8,Pull Lighting Cable - Bents 37 To 39 - GW - Frame 11 - REI-531,10/20/2021 08:00,10/22/2021 17:00,,,,
CGTE93220,Not Started,LINXS-1908.C.5.8,Install Lightning Protection - Bents 37 To 39 - GW - Frame 11 - REI-2416,10/25/2021 08:00,10/26/2021 17:00,,,,
CGTE93190,Not Started,LINXS-1908.C.5.8,Install Wayside Poles - Bents 37 To 39 - GW - Frame 11 - REI-3530,10/20/2021 08:00,10/22/2021 17:00,,,,
CGTE93230,Not Started,LINXS-1908.C.5.8,Trim Egress Lighting - Bents 37 To 39 - GW - Frame 11 - REI-532,10/25/2021 08:00,10/29/2021 17:00,,,,
CGTE93240,Not Started,LINXS-1908.C.5.8,Trim Egress Lighting - Bents 35 to 36 - GW - Frame 10.1 - REI-532,10/14/2021 08:00,10/20/2021 17:00,,,,
CGE90920,Not Started,LINXS-1908.C.5.8,Install Guideway Surface Conduits-Bents 40 To 41 - GW - Frame 11.1 - REI-524,6/28/2021 08:00,6/30/2021 17:00,,,,
CGE90930,Not Started,LINXS-1908.C.5.8,Install WOW -Bents 40 To 41 - GW - Frame 11.1 - REI,7/1/2021 08:00,7/21/2021 17:00,,,,
CG20350.FR12.2AN1,Not Started,LINXS-1908.C.5.9,Guideway - Frame 1GW4-F4 - Install MV Conduits Bents 41 to 42-North- Bents 42 to 44 - GW - Frame 12  - REI-1905,9/18/2020 08:00,9/24/2020 17:00,,,,
CG20350.FR12.2AS1,Not Started,LINXS-1908.C.5.9,Guideway - Frame 1GW4-F4 - Install MV Conduits Bents 41 to 42-South - Bents 42 to 44 - GW - Frame 12  - REI-1906,9/18/2020 08:00,9/24/2020 17:00,,,,
CGE40030,Not Started,LINXS-1908.C.5.9,Install Comm Vaults - Bents 42 to 44 - GW - Frame 12 - REI-579,7/20/2020 08:00,7/24/2020 17:00,,,,
CG20350.FR12.2AN2,Not Started,LINXS-1908.C.5.9,Guideway - Frame 1GW4-F4 - Install MV Conduits Bents 42 to 44-North - Bents 42 to 44 - GW - Frame 12  - REI-578,9/25/2020 08:00,10/22/2020 17:00,,,,
CG20350.FR12.2AS2,Not Started,LINXS-1908.C.5.9,Guideway - Frame 1GW4-F4 - Install MV Conduits Bents 42 to 44-South - Bents 42 to 44 - GW - Frame 12  - REI-1934,9/25/2020 08:00,10/8/2020 17:00,,,,
CG20350.FR12.2AN3,Not Started,LINXS-1908.C.5.9,Guideway - Frame 1GW5-F1A - Install MV Conduits Bents 45 to 46-North - GW - Bent 45 to 46 - Frame 12.1 - REI-1935,7/30/2020 08:00,8/13/2020 17:00,,,,
CG20350.FR12.2AS3,Not Started,LINXS-1908.C.5.9,Guideway - Frame 1GW5-F1A - Install MV Conduits Bents 45 to 46-South - GW - Bent 45 to 46 - Frame 12.1 - REI-1936,10/9/2020 08:00,10/15/2020 17:00,,,,
CGE40080,Not Started,LINXS-1908.C.5.9,Grounding of Structure - Bents 42 to 44 - GW - Frame 12 - REI-2417,9/17/2020 08:00,9/17/2020 17:00,,,,
CGE90480,Not Started,LINXS-1908.C.5.9,Install Column Conduits Bents 42 to 44 - GW - Frame 12 - REI-576,7/2/2020 08:00,7/16/2020 17:00,,,,
CGE90490,Not Started,LINXS-1908.C.5.9,Install Grounding - Bents 42 to 44 - GW - Frame 12 - REI-577,7/17/2020 08:00,7/17/2020 17:00,,,,
CGE90960,Not Started,LINXS-1908.C.5.9,Install Comm Vaults - Bent 45 to 46 - GW - Frame 12.1- REI-579,6/12/2020 08:00,6/18/2020 17:00,,,,
CGE90970,Not Started,LINXS-1908.C.5.9,Grounding of Structure - Bent 45 to 46 - GW - Frame 12.1 - REI-2417,7/29/2020 08:00,7/29/2020 17:00,,,,
CGE90940,Not Started,LINXS-1908.C.5.9,Install Column Conduits - Bent 45 to 46 - GW - Frame 12.1 - REI-576,5/28/2020 08:00,6/10/2020 17:00,,,,
CGE90950,Not Started,LINXS-1908.C.5.9,Install Grounding - Bent 45 to 46 - GW - Frame 12.1 - REI-577,6/11/2020 08:00,6/11/2020 17:00,,,,
CGE40090,Not Started,LINXS-1908.C.5.10,Install Guideway Surface Conduits- Bent 45 to 46 - GW - Frame 12.1 - REI-580,2/22/2021 08:00,2/24/2021 17:00,,,,
CGTE40010,Not Started,LINXS-1908.C.5.10,Install Wayside Cabinets - Bents 42 to 44 - GW - Frame 12 - REI-581,8/6/2021 08:00,8/11/2021 17:00,,,,
CGTE40020,Not Started,LINXS-1908.C.5.10,Install Switching Equipment/Signals - Bents 42 to 44 - GW - Frame 12 - REI-582,10/1/2021 08:00,10/4/2021 17:00,,,,
CGTE40030,Not Started,LINXS-1908.C.5.10,Ground Switching Equipment - Bents 42 to 44 - GW - Frame 12 - REI-583,10/5/2021 08:00,10/11/2021 17:00,,,,
CGTE40040,Not Started,LINXS-1908.C.5.10,Install Power Rail Bents 42 to 44 - GW - Frame 12 - REI-584,10/12/2021 08:00,10/18/2021 17:00,,,,
CGTE40050,Not Started,LINXS-1908.C.5.10,Power Rail Bonding - Bents 42 to 44 - GW - Frame 12 - REI-585,10/14/2021 08:00,10/18/2021 17:00,,,,
CGTE40060,Not Started,LINXS-1908.C.5.10,Install Cable Trays-LAWA - Bents 42 to 44 - GW - Frame 12 - REI-586,10/19/2021 08:00,10/28/2021 17:00,,,,
CGTE40070,Not Started,LINXS-1908.C.5.10,Install Cable Trays-APM North - Bents 42 to 44 - GW - Frame 12 - REI-1937,11/3/2021 08:00,11/12/2021 17:00,,,,
CGTE40080,Not Started,LINXS-1908.C.5.10,Install Cable Trays-APM South - Bents 42 to 44 - GW - Frame 12 - REI-1938,11/3/2021 08:00,11/12/2021 17:00,,,,
CGTE40090,Not Started,LINXS-1908.C.5.10,Walkway Egress Lighting Rough-In - Bents 42 to 44 - GW - Frame 12 - REI-589,10/29/2021 08:00,11/11/2021 17:00,,,,
CGTE40100,Not Started,LINXS-1908.C.5.10,Pull Lighting Cable - Bents 42 to 44 - GW - Frame 12 - REI-587,11/15/2021 08:00,11/19/2021 17:00,,,,
CGTE40110,Not Started,LINXS-1908.C.5.10,Pull Low Voltage - Backbone Cable - Guideway & Column Devices - GW TW - Bent 42 to 46 - REI-1939,11/15/2021 08:00,12/7/2021 17:00,,,,
CGTE40120,Not Started,LINXS-1908.C.5.10,Install Lightning Protection - Bents 42 to 44 - GW - Frame 12 - REI-2418,11/19/2021 08:00,11/24/2021 17:00,,,,
CGTE40130,Not Started,LINXS-1908.C.5.10,Trim Egress Lighting - GW TW - Bent 45 to 46 - Frame 12.1 - REI-588,12/8/2021 08:00,12/14/2021 17:00,,,,
CGTE40140,Not Started,LINXS-1908.C.5.10,Pull APM Train Control Cable - GW TW - Bent 42 to 46 - REI-591,11/29/2021 08:00,12/3/2021 17:00,,,,
CGTE40150,Not Started,LINXS-1908.C.5.10,Install Axel Counters/Norming Points - Bents 42 to 44 - GW - Frame 12 - REI-592,11/12/2021 08:00,11/18/2021 17:00,,,,
CGTE40160,Not Started,LINXS-1908.C.5.10,Trim Electrical/APM cables - GW TW - Bent 42 to 46 - REI-594,12/6/2021 08:00,12/10/2021 17:00,,,,
CGTE40170,Not Started,LINXS-1908.C.5.10,Test Low Voltage - Backbone Cable - GW TW - Bent 42 to 46 - REI-1940,12/8/2021 08:00,12/14/2021 17:00,,,,
CGTE40180,Not Started,LINXS-1908.C.5.10,Pull Low Voltage - Horizontal Cable - GW TW - Bent 42 to 46 - REI-1941,12/8/2021 08:00,12/16/2021 17:00,,,,
CGTE40190,Not Started,LINXS-1908.C.5.10,Install Low Voltage - Devices Comms - GW TW - Bent 42 to 46 - REI-1942,12/15/2021 08:00,12/24/2021 17:00,,,,
CGTE40200,Not Started,LINXS-1908.C.5.10,Test Low Voltage - Horizontal Cable - GW TW - Bent 42 to 46 - REI-1943,12/17/2021 08:00,12/21/2021 17:00,,,,
CGTE40210,Not Started,LINXS-1908.C.5.10,Install Low Voltage - Devices Security - GW TW - Bent 42 to 46 - REI-1944,12/22/2021 08:00,1/10/2022 17:00,,,,
CGTE40220,Not Started,LINXS-1908.C.5.10,Trim Low Voltage - Devices - GW TW - Bent 42 to 46 - REI-1945,1/11/2022 08:00,1/13/2022 17:00,,,,
CGTE40230,Not Started,LINXS-1908.C.5.10,Test Low Voltage - Devices - GW TW - Bent 42 to 46 - REI-1946,1/14/2022 08:00,1/17/2022 17:00,,,,
CGTE40240,Not Started,LINXS-1908.C.5.10,Test/Checkout Guideway - GW TW - Bent 42 to 46 - REI-595,1/18/2022 08:00,1/20/2022 17:00,,,,
CGE90290,Not Started,LINXS-1908.C.5.10,Install WOW -Bents 42 to 44 - GW - Frame 12,11/30/2020 08:00,12/17/2020 17:00,,,,
CGTE92540,Not Started,LINXS-1908.C.5.10,Install Wayside poles - Bents 42 to 44 - GW - Frame 12 - REI-3531,11/15/2021 08:00,11/18/2021 17:00,,,,
CGE90980,Not Started,LINXS-1908.C.5.10,Install WOW - Bent 45 to 46 - GW - Frame 12.1,2/25/2021 08:00,3/16/2021 17:00,,,,
CGE90990,Not Started,LINXS-1908.C.5.10,Install Guideway Surface Conduits-Bents 42 to 44 - GW - Frame 12 - REI-580,11/23/2020 08:00,11/25/2020 17:00,,,,
CGTE93250,Not Started,LINXS-1908.C.5.10,Install Wayside Cabinets - GW TW - Bent 45 to 46 - Frame 12.1- REI-581,8/6/2021 08:00,8/11/2021 17:00,,,,
CGTE93260,Not Started,LINXS-1908.C.5.10,Install Switching Equipment/Signals - GW TW - Bent 45 to 46 - Frame 12.1 - REI-582,8/12/2021 08:00,8/18/2021 17:00,,,,
CGTE93270,Not Started,LINXS-1908.C.5.10,Ground Switching Equipment - GW TW - Bent 45 to 46 - Frame 12.1 - REI-583,8/19/2021 08:00,8/25/2021 17:00,,,,
