task_code,status_code,wbs_id,target_drtn_hr_cnt,task_name,wbs_name,wbs_path,user_field_833,delete_record_flag,
1GW2-1055,Completed,LINXS-Current-2-Des.2.4.11.12.1.2.1,20,Guideway/Systems PDS & Comm (Superstr. 18-26; Fnd Bents 20-25) - Design 60% - Review & Comment (AHJs),Guideway - Design Packages - Area 1 - 1GW2 - (Superstructure 23-26; Foundations Bents 23-25),2.4.11.12.1.2.1,,,
1GW2-1030,Completed,LINXS-Current-2-Des.2.4.11.12.1.2.1,53,Guideway/Systems PDS & Comm (Superstr. 18-26; Fnd Bents 20-25) - Design 60% - Independent Check,Guideway - Design Packages - Area 1 - 1GW2 - (Superstructure 23-26; Foundations Bents 23-25),2.4.11.12.1.2.1,,,
1GW2-1180,Not Started,LINXS-Current-2-Des.2.4.11.12.1.2.1,15,Guideway/Systems PDS & Comm (Superstr. 18-26; Fnd Bents 20-25) - Prepare RFCD,Guideway - Design Packages - Area 1 - 1GW2 - (Superstructure 23-26; Foundations Bents 23-25),2.4.11.12.1.2.1,,,
1GW2-1140,Completed,LINXS-Current-2-Des.2.4.11.12.1.2.1,20,Guideway/Systems PDS & Comm (Superstr. 18-26; Fnd Bents 20-25) - Design 100% - Review & Comment  (AHJs),Guideway - Design Packages - Area 1 - 1GW2 - (Superstructure 23-26; Foundations Bents 23-25),2.4.11.12.1.2.1,,,
1GW2-1100,Completed,LINXS-Current-2-Des.2.4.11.12.1.2.1,20,Guideway/Systems PDS & Comm (Superstr. 18-26; Fnd Bents 20-25) - Design 85/90% - Review & Comment  (AHJs),Guideway - Design Packages - Area 1 - 1GW2 - (Superstructure 23-26; Foundations Bents 23-25),2.4.11.12.1.2.1,,,
1GW2-1010,Completed,LINXS-Current-2-Des.2.4.11.12.1.2.1,5,Guideway/Systems PDS & Comm (Superstr. 18-26; Fnd Bents 20-25) - Design 30% - Review - CJV Only,Guideway - Design Packages - Area 1 - 1GW2 - (Superstructure 23-26; Foundations Bents 23-25),2.4.11.12.1.2.1,,,
1GW2-1000,Completed,LINXS-Current-2-Des.2.4.11.12.1.2.1,35,Guideway (Superstr. 18-26; Fnd Bents 20-25) - Design 30% - Develop,Guideway - Design Packages - Area 1 - 1GW2 - (Superstructure 23-26; Foundations Bents 23-25),2.4.11.12.1.2.1,,,
1GW2-1170,Not Started,LINXS-Current-2-Des.2.4.11.12.1.2.1,15,Guideway/Systems PDS & Comm (Superstr. 18-26; Fnd Bents 20-25) - Design RFCD - Review & Accept (LAWA),Guideway - Design Packages - Area 1 - 1GW2 - (Superstructure 23-26; Foundations Bents 23-25),2.4.11.12.1.2.1,,,
1GW2-1160,Not Started,LINXS-Current-2-Des.2.4.11.12.1.2.1,5,Guideway (Superstr. 18-26; Fnd Bents 20-25) - Design IFC - QA/QC,Guideway - Design Packages - Area 1 - 1GW2 - (Superstructure 23-26; Foundations Bents 23-25),2.4.11.12.1.2.1,,,
1GW2-1145,In Progress,LINXS-Current-2-Des.2.4.11.12.1.2.1,5,Guideway (Superstr. 18-26; Fnd Bents 20-25) - Design IFC - Comment Resolution\Impl.\Close-out,Guideway - Design Packages - Area 1 - 1GW2 - (Superstructure 23-26; Foundations Bents 23-25),2.4.11.12.1.2.1,,,
1GW2-1130,Completed,LINXS-Current-2-Des.2.4.11.12.1.2.1,15,Guideway/Systems PDS & Comm (Superstr. 18-26; Fnd Bents 20-25) - Design 100% - Review & Comment (LAWA),Guideway - Design Packages - Area 1 - 1GW2 - (Superstructure 23-26; Foundations Bents 23-25),2.4.11.12.1.2.1,,,
1GW2-1120,Completed,LINXS-Current-2-Des.2.4.11.12.1.2.1,9,Guideway (Superstr. 18-26; Fnd Bents 20-25) - Design 100% - QA/QC,Guideway - Design Packages - Area 1 - 1GW2 - (Superstructure 23-26; Foundations Bents 23-25),2.4.11.12.1.2.1,,,
1GW2-1110,Completed,LINXS-Current-2-Des.2.4.11.12.1.2.1,21,Guideway (Superstr. 18-26; Fnd Bents 20-25) - Design 100% - Develop,Guideway - Design Packages - Area 1 - 1GW2 - (Superstructure 23-26; Foundations Bents 23-25),2.4.11.12.1.2.1,,,
1GW2-1090,Completed,LINXS-Current-2-Des.2.4.11.12.1.2.1,15,Guideway/Systems PDS & Comm (Superstr. 18-26; Fnd Bents 20-25) - Design 85/90% - Review & Comment (LAWA),Guideway - Design Packages - Area 1 - 1GW2 - (Superstructure 23-26; Foundations Bents 23-25),2.4.11.12.1.2.1,,,
1GW2-1080,Completed,LINXS-Current-2-Des.2.4.11.12.1.2.1,13,Guideway (Superstr. 18-26; Fnd Bents 20-25) - Design 85/90% - QA/QC,Guideway - Design Packages - Area 1 - 1GW2 - (Superstructure 23-26; Foundations Bents 23-25),2.4.11.12.1.2.1,,,
1GW2-1060,Completed,LINXS-Current-2-Des.2.4.11.12.1.2.1,69,Guideway (Superstr. 18-26; Fnd Bents 20-25) - Design 85/90% - Develop,Guideway - Design Packages - Area 1 - 1GW2 - (Superstructure 23-26; Foundations Bents 23-25),2.4.11.12.1.2.1,,,
1GW2-1050,Completed,LINXS-Current-2-Des.2.4.11.12.1.2.1,15,Guideway/Systems PDS & Comm (Superstr. 18-26; Fnd Bents 20-25) - Design 60% - Review & Comment (LAWA),Guideway - Design Packages - Area 1 - 1GW2 - (Superstructure 23-26; Foundations Bents 23-25),2.4.11.12.1.2.1,,,
1GW2-1040,Completed,LINXS-Current-2-Des.2.4.11.12.1.2.1,8,Guideway (Superstr. 18-26; Fnd Bents 20-25) - Design 60% - QA/QC,Guideway - Design Packages - Area 1 - 1GW2 - (Superstructure 23-26; Foundations Bents 23-25),2.4.11.12.1.2.1,,,
1GW2-1020,Completed,LINXS-Current-2-Des.2.4.11.12.1.2.1,53,Guideway (Superstr. 18-26; Fnd Bents 20-25) - Design 60% - Develop,Guideway - Design Packages - Area 1 - 1GW2 - (Superstructure 23-26; Foundations Bents 23-25),2.4.11.12.1.2.1,,,
1GW2-1370,Completed,LINXS-Current-2-Des.2.4.11.12.1.2.1,19,Systems PDS & Comm  (Superstr. Bents  18-26; Fnd Bents 20-25)  - Design 60% - QA/QC,Guideway - Design Packages - Area 1 - 1GW2 - (Superstructure 23-26; Foundations Bents 23-25),2.4.11.12.1.2.1,,,
1GW2-1400,Completed,LINXS-Current-2-Des.2.4.11.12.1.2.1,13,Systems PDS & Comm  (Superstr. Bents  18-26; Fnd Bents 20-25)  - Design 85/90% - QA/QC,Guideway - Design Packages - Area 1 - 1GW2 - (Superstructure 23-26; Foundations Bents 23-25),2.4.11.12.1.2.1,,,
1GW2-1430,Completed,LINXS-Current-2-Des.2.4.11.12.1.2.1,9,Systems PDS & Comm  (Superstr. Bents  18-26; Fnd Bents 20-25)  - Design 100% - QA/QC,Guideway - Design Packages - Area 1 - 1GW2 - (Superstructure 23-26; Foundations Bents 23-25),2.4.11.12.1.2.1,,,
1GW2-1460,Not Started,LINXS-Current-2-Des.2.4.11.12.1.2.1,5,Systems PDS & Comm  (Superstr. Bents  18-26; Fnd Bents 20-25)  - Design IFC - QA/QC,Guideway - Design Packages - Area 1 - 1GW2 - (Superstructure 23-26; Foundations Bents 23-25),2.4.11.12.1.2.1,,,
1GW2-1340,Completed,LINXS-Current-2-Des.2.4.11.12.1.2.1,5,Systems PDS & Comm  (Superstr. Bents  18-26; Fnd Bents 20-25)  - Design 30% - QA/QC,Guideway - Design Packages - Area 1 - 1GW2 - (Superstructure 23-26; Foundations Bents 23-25),2.4.11.12.1.2.1,,,
1GW2A-1150,Not Started,LINXS-Current-2-Des.2.4.11.12.1.2.2,1,Guideway (Superstr. 19-23; Fnd Bents 19-22) - Design AFC - Issue,Guideway - Design Packages - Area 1 - 1GW2A - (Superstructure 19-23; Foundations Bents 19-22),2.4.11.12.1.2.2,,,
1GW2A-1120,Not Started,LINXS-Current-2-Des.2.4.11.12.1.2.2,0,Guideway (Superstr. 19-23; Fnd Bents 19-22) - Design IFC - Submit,Guideway - Design Packages - Area 1 - 1GW2A - (Superstructure 19-23; Foundations Bents 19-22),2.4.11.12.1.2.2,,,
1GW2A-1070,Not Started,LINXS-Current-2-Des.2.4.11.12.1.2.2,0,Guideway (Superstr. 19-23; Fnd Bents 19-22) - Design 100% - Submit,Guideway - Design Packages - Area 1 - 1GW2A - (Superstructure 19-23; Foundations Bents 19-22),2.4.11.12.1.2.2,,,
1GW2A-1020,Completed,LINXS-Current-2-Des.2.4.11.12.1.2.2,0,Guideway (Superstr. 19-23; Fnd Bents 19-22) - Design 85/90% - Submit,Guideway - Design Packages - Area 1 - 1GW2A - (Superstructure 19-23; Foundations Bents 19-22),2.4.11.12.1.2.2,,,
1GW2A-1130,Not Started,LINXS-Current-2-Des.2.4.11.12.1.2.2,5,Guideway (Superstr. 19-23; Fnd Bents 19-22) - Prepare RFCD,Guideway - Design Packages - Area 1 - 1GW2A - (Superstructure 19-23; Foundations Bents 19-22),2.4.11.12.1.2.2,,,
1GW2A-1080,Not Started,LINXS-Current-2-Des.2.4.11.12.1.2.2,20,Guideway (Superstr. 19-23; Fnd Bents 19-22) - Design 100% - Review & Comment  (AHJs),Guideway - Design Packages - Area 1 - 1GW2A - (Superstructure 19-23; Foundations Bents 19-22),2.4.11.12.1.2.2,,,
1GW2A-1030,Completed,LINXS-Current-2-Des.2.4.11.12.1.2.2,20,Guideway (Superstr. 19-23; Fnd Bents 19-22) - Design 85/90% - Review & Comment  (AHJs),Guideway - Design Packages - Area 1 - 1GW2A - (Superstructure 19-23; Foundations Bents 19-22),2.4.11.12.1.2.2,,,
1GW2A-1140,Not Started,LINXS-Current-2-Des.2.4.11.12.1.2.2,15,Guideway (Superstr. 19-23; Fnd Bents 19-22) - Design RFCD - Review & Accept (LAWA),Guideway - Design Packages - Area 1 - 1GW2A - (Superstructure 19-23; Foundations Bents 19-22),2.4.11.12.1.2.2,,,
1GW2A-1110,Not Started,LINXS-Current-2-Des.2.4.11.12.1.2.2,5,Guideway (Superstr. 19-23; Fnd Bents 19-22) - Design IFC - QA/QC,Guideway - Design Packages - Area 1 - 1GW2A - (Superstructure 19-23; Foundations Bents 19-22),2.4.11.12.1.2.2,,,
1GW2A-1100,Not Started,LINXS-Current-2-Des.2.4.11.12.1.2.2,5,Guideway (Superstr. 19-23; Fnd Bents 19-22) - Design IFC - Comment Resolution\Impl.\Close-out,Guideway - Design Packages - Area 1 - 1GW2A - (Superstructure 19-23; Foundations Bents 19-22),2.4.11.12.1.2.2,,,
1GW2A-1090,Not Started,LINXS-Current-2-Des.2.4.11.12.1.2.2,15,Guideway (Superstr. 19-23; Fnd Bents 19-22) - Design 100% - Review & Comment (LAWA),Guideway - Design Packages - Area 1 - 1GW2A - (Superstructure 19-23; Foundations Bents 19-22),2.4.11.12.1.2.2,,,
1GW2A-1060,Not Started,LINXS-Current-2-Des.2.4.11.12.1.2.2,16,Guideway (Superstr. 19-23; Fnd Bents 19-22) - Design 100% - QA/QC,Guideway - Design Packages - Area 1 - 1GW2A - (Superstructure 19-23; Foundations Bents 19-22),2.4.11.12.1.2.2,,,
1GW2A-1040,In Progress,LINXS-Current-2-Des.2.4.11.12.1.2.2,26,Guideway (Superstr. 19-23; Fnd Bents 19-22) - Design 100% - Develop,Guideway - Design Packages - Area 1 - 1GW2A - (Superstructure 19-23; Foundations Bents 19-22),2.4.11.12.1.2.2,,,
1GW2A-1050,Completed,LINXS-Current-2-Des.2.4.11.12.1.2.2,15,Guideway (Superstr. 19-23; Fnd Bents 19-22) - Design 85/90% - Review & Comment (LAWA),Guideway - Design Packages - Area 1 - 1GW2A - (Superstructure 19-23; Foundations Bents 19-22),2.4.11.12.1.2.2,,,
1GW2A-1010,Completed,LINXS-Current-2-Des.2.4.11.12.1.2.2,10,Guideway (Superstr. 19-23; Fnd Bents 19-22) - Design 85/90% - QA/QC,Guideway - Design Packages - Area 1 - 1GW2A - (Superstructure 19-23; Foundations Bents 19-22),2.4.11.12.1.2.2,,,
1GW2A-1000,Completed,LINXS-Current-2-Des.2.4.11.12.1.2.2,69,Guideway (Superstr. 19-23; Fnd Bents 19-22) - Design 85/90% - Develop,Guideway - Design Packages - Area 1 - 1GW2A - (Superstructure 19-23; Foundations Bents 19-22),2.4.11.12.1.2.2,,,
DELOE03,In Progress,LINXS-Current-2-Des.2.4.11.12.1.3,308,Guideway/Systems PDS & Comm - Design Packages - Area 1 (Superstr. Bents  30-34; Bents 31-34),Guideway - Design Packages - Area 1 - 1GW3 - (Superstructure 30-34; Foundations Bents 31-34),2.4.11.12.1.3,,,
1GW3-1330,Completed,LINXS-Current-2-Des.2.4.11.12.1.3,0,Guideway/Systems PDS & Comm  (Superstr. Bents  30-34; Bents 31-34) - Design 30% - Submit,Guideway - Design Packages - Area 1 - 1GW3 - (Superstructure 30-34; Foundations Bents 31-34),2.4.11.12.1.3,,,
1GW3-1320,Completed,LINXS-Current-2-Des.2.4.11.12.1.3,5,Guideway (Superstr. Bents  30-34; Bents 31-34) - Design 30% - QA/QC,Guideway - Design Packages - Area 1 - 1GW3 - (Superstructure 30-34; Foundations Bents 31-34),2.4.11.12.1.3,,,
1GW3-1310,Not Started,LINXS-Current-2-Des.2.4.11.12.1.3,1,Guideway (Superstr. Bents  30-34; Bents 31-34) - Design AFC - Issue,Guideway - Design Packages - Area 1 - 1GW3 - (Superstructure 30-34; Foundations Bents 31-34),2.4.11.12.1.3,,,
1GW3-1300,Completed,LINXS-Current-2-Des.2.4.11.12.1.3,0,Guideway/Systems PDS & Comm (Superstr. Bents  30-34; Bents 31-34) - Design IFC - Submit,Guideway - Design Packages - Area 1 - 1GW3 - (Superstructure 30-34; Foundations Bents 31-34),2.4.11.12.1.3,,,
1GW3-1240,Completed,LINXS-Current-2-Des.2.4.11.12.1.3,35,Systems PDS & Comm (Superstr. Bents  30-34; Bents 31-34) - Design 30% - Develop,Guideway - Design Packages - Area 1 - 1GW3 - (Superstructure 30-34; Foundations Bents 31-34),2.4.11.12.1.3,,,
1GW3-1280,Completed,LINXS-Current-2-Des.2.4.11.12.1.3,11,Systems PDS & Comm (Superstr. Bents  30-34; Bents 31-34) - Design IFC - Comment Resolution\Impl.\Close-out,Guideway - Design Packages - Area 1 - 1GW3 - (Superstructure 30-34; Foundations Bents 31-34),2.4.11.12.1.3,,,
1GW3-1270,Completed,LINXS-Current-2-Des.2.4.11.12.1.3,30,Systems PDS & Comm (Superstr. Bents  30-34; Bents 31-34) - Design 100% - Develop,Guideway - Design Packages - Area 1 - 1GW3 - (Superstructure 30-34; Foundations Bents 31-34),2.4.11.12.1.3,,,
1GW3-1260,Completed,LINXS-Current-2-Des.2.4.11.12.1.3,22,Systems PDS & Comm (Superstr. Bents  30-34; Bents 31-34) - Design 85/90% - Develop,Guideway - Design Packages - Area 1 - 1GW3 - (Superstructure 30-34; Foundations Bents 31-34),2.4.11.12.1.3,,,
1GW3-1250,Completed,LINXS-Current-2-Des.2.4.11.12.1.3,34,Systems PDS & Comm (Superstr. Bents  30-34; Bents 31-34) - Design 60% - Develop,Guideway - Design Packages - Area 1 - 1GW3 - (Superstructure 30-34; Foundations Bents 31-34),2.4.11.12.1.3,,,
1GW3-1125,Completed,LINXS-Current-2-Des.2.4.11.12.1.3,5,Guideway/Systems PDS & Comm (Superstr. Bents  30-34; Bents 31-34) - Design 100% - Submit & Resubmit,Guideway - Design Packages - Area 1 - 1GW3 - (Superstructure 30-34; Foundations Bents 31-34),2.4.11.12.1.3,,,
1GW3-1085,Completed,LINXS-Current-2-Des.2.4.11.12.1.3,0,Guideway/Systems PDS & Comm (Superstr. Bents  30-34; Bents 31-34) - Design 85/90% - Submit,Guideway - Design Packages - Area 1 - 1GW3 - (Superstructure 30-34; Foundations Bents 31-34),2.4.11.12.1.3,,,
1GW3-1045,Completed,LINXS-Current-2-Des.2.4.11.12.1.3,0,Guideway/Systems PDS & Comm (Superstr. Bents  30-34; Bents 31-34) - Design 60% - Submit,Guideway - Design Packages - Area 1 - 1GW3 - (Superstructure 30-34; Foundations Bents 31-34),2.4.11.12.1.3,,,
1GW3-1055,Completed,LINXS-Current-2-Des.2.4.11.12.1.3,15,Guideway (Superstr. Bents  30-34; Bents 31-34) - Design 60% - Review & Comment (AHJs),Guideway - Design Packages - Area 1 - 1GW3 - (Superstructure 30-34; Foundations Bents 31-34),2.4.11.12.1.3,,,
1GW3-1046,Completed,LINXS-Current-2-Des.2.4.11.12.1.3,40,Guideway (Superstr. Bents  30-34; Bents 31-34) - Design 60% - Independent Check,Guideway - Design Packages - Area 1 - 1GW3 - (Superstructure 30-34; Foundations Bents 31-34),2.4.11.12.1.3,,,
1GW3-1140,Completed,LINXS-Current-2-Des.2.4.11.12.1.3,20,Guideway/Systems PDS & Comm (Superstr. Bents  30-34; Bents 31-34) - Design 100% - Review & Comment (AHJs),Guideway - Design Packages - Area 1 - 1GW3 - (Superstructure 30-34; Foundations Bents 31-34),2.4.11.12.1.3,,,
1GW3-1100,Completed,LINXS-Current-2-Des.2.4.11.12.1.3,20,Guideway (Superstr. Bents  30-34; Bents 31-34) - Design 85/90% - Review & Comment (AHJs),Guideway - Design Packages - Area 1 - 1GW3 - (Superstructure 30-34; Foundations Bents 31-34),2.4.11.12.1.3,,,
1GW3-1010,Completed,LINXS-Current-2-Des.2.4.11.12.1.3,5,Guideway (Superstr. Bents  30-34; Bents 31-34) - Design 30% - Review - CJV Only,Guideway - Design Packages - Area 1 - 1GW3 - (Superstructure 30-34; Foundations Bents 31-34),2.4.11.12.1.3,,,
1GW3-1000,Completed,LINXS-Current-2-Des.2.4.11.12.1.3,35,Guideway (Superstr. Bents  30-34; Bents 31-34) - Design 30% - Develop,Guideway - Design Packages - Area 1 - 1GW3 - (Superstructure 30-34; Foundations Bents 31-34),2.4.11.12.1.3,,,
1GW3-1170,In Progress,LINXS-Current-2-Des.2.4.11.12.1.3,15,Guideway (Superstr. Bents  30-34; Bents 31-34) - Design RFCD - Review & Accept (LAWA),Guideway - Design Packages - Area 1 - 1GW3 - (Superstructure 30-34; Foundations Bents 31-34),2.4.11.12.1.3,,,
1GW3-1160,Completed,LINXS-Current-2-Des.2.4.11.12.1.3,24,Guideway (Superstr. Bents  30-34; Bents 31-34) - Design IFC - QA/QC,Guideway - Design Packages - Area 1 - 1GW3 - (Superstructure 30-34; Foundations Bents 31-34),2.4.11.12.1.3,,,
1GW3-1150,Completed,LINXS-Current-2-Des.2.4.11.12.1.3,11,Guideway (Superstr. Bents  30-34; Bents 31-34) - Design IFC - Comment Resolution\Impl.\Close-out,Guideway - Design Packages - Area 1 - 1GW3 - (Superstructure 30-34; Foundations Bents 31-34),2.4.11.12.1.3,,,
1GW3-1130,Completed,LINXS-Current-2-Des.2.4.11.12.1.3,15,Guideway/Systems PDS & Comm (Superstr. Bents  30-34; Bents 31-34) - Design 100% - Review & Comment (LAWA),Guideway - Design Packages - Area 1 - 1GW3 - (Superstructure 30-34; Foundations Bents 31-34),2.4.11.12.1.3,,,
1GW3-1120,Completed,LINXS-Current-2-Des.2.4.11.12.1.3,10,Guideway (Superstr. Bents  30-34; Bents 31-34) - Design 100% - QA/QC,Guideway - Design Packages - Area 1 - 1GW3 - (Superstructure 30-34; Foundations Bents 31-34),2.4.11.12.1.3,,,
1GW3-1110,Completed,LINXS-Current-2-Des.2.4.11.12.1.3,30,Guideway (Superstr. Bents  30-34; Bents 31-34) - Design 100% - Develop,Guideway - Design Packages - Area 1 - 1GW3 - (Superstructure 30-34; Foundations Bents 31-34),2.4.11.12.1.3,,,
1GW3-1090,Completed,LINXS-Current-2-Des.2.4.11.12.1.3,15,Guideway/Systems PDS & Comm (Superstr. Bents  30-34; Bents 31-34) - Design 85/90% - Review & Comment (LAWA),Guideway - Design Packages - Area 1 - 1GW3 - (Superstructure 30-34; Foundations Bents 31-34),2.4.11.12.1.3,,,
1GW3-1080,Completed,LINXS-Current-2-Des.2.4.11.12.1.3,10,Guideway (Superstr. Bents  30-34; Bents 31-34) - Design 85/90% - QA/QC,Guideway - Design Packages - Area 1 - 1GW3 - (Superstructure 30-34; Foundations Bents 31-34),2.4.11.12.1.3,,,
1GW3-1060,Completed,LINXS-Current-2-Des.2.4.11.12.1.3,40,Guideway (Superstr. Bents  30-34; Bents 31-34) - Design 85/90% - Develop,Guideway - Design Packages - Area 1 - 1GW3 - (Superstructure 30-34; Foundations Bents 31-34),2.4.11.12.1.3,,,
1GW3-1050,Completed,LINXS-Current-2-Des.2.4.11.12.1.3,15,Guideway (Superstr. Bents  30-34; Bents 31-34) - Design 60% - Review & Comment (LAWA),Guideway - Design Packages - Area 1 - 1GW3 - (Superstructure 30-34; Foundations Bents 31-34),2.4.11.12.1.3,,,
1GW3-1040,Completed,LINXS-Current-2-Des.2.4.11.12.1.3,18,Guideway (Superstr. Bents  30-34; Bents 31-34) - Design 60% - QA/QC,Guideway - Design Packages - Area 1 - 1GW3 - (Superstructure 30-34; Foundations Bents 31-34),2.4.11.12.1.3,,,
1GW3-1020,Completed,LINXS-Current-2-Des.2.4.11.12.1.3,34,Guideway (Superstr. Bents  30-34; Bents 31-34) - Design 60% - Develop,Guideway - Design Packages - Area 1 - 1GW3 - (Superstructure 30-34; Foundations Bents 31-34),2.4.11.12.1.3,,,
1GW3-1370,Completed,LINXS-Current-2-Des.2.4.11.12.1.3,21,Systems PDS & Comm (Superstr. Bents  30-34; Bents 31-34) - Design 60% - QA/QC,Guideway - Design Packages - Area 1 - 1GW3 - (Superstructure 30-34; Foundations Bents 31-34),2.4.11.12.1.3,,,
1GW3-1470,Completed,LINXS-Current-2-Des.2.4.11.12.1.3,0,Systems PDS & Comm (Superstr. Bents  30-34; Bents 31-34) - Design 85/90% - QA/QC,Guideway - Design Packages - Area 1 - 1GW3 - (Superstructure 30-34; Foundations Bents 31-34),2.4.11.12.1.3,,,
1GW3-1400,Completed,LINXS-Current-2-Des.2.4.11.12.1.3,10,Systems PDS & Comm (Superstr. Bents  30-34; Bents 31-34) - Design 100% - QA/QC,Guideway - Design Packages - Area 1 - 1GW3 - (Superstructure 30-34; Foundations Bents 31-34),2.4.11.12.1.3,,,
1GW3-1430,Completed,LINXS-Current-2-Des.2.4.11.12.1.3,24,Systems PDS & Comm (Superstr. Bents  30-34; Bents 31-34) - Design IFC - QA/QC,Guideway - Design Packages - Area 1 - 1GW3 - (Superstructure 30-34; Foundations Bents 31-34),2.4.11.12.1.3,,,
1GW3-1450,Not Started,LINXS-Current-2-Des.2.4.11.12.1.3,10,Guideway (Superstr. Bents  30-34; Bents 31-34) - Validate/Perpare/Upload AFC,Guideway - Design Packages - Area 1 - 1GW3 - (Superstructure 30-34; Foundations Bents 31-34),2.4.11.12.1.3,,,
1GW3-1340,Completed,LINXS-Current-2-Des.2.4.11.12.1.3,5,Systems PDS & Comm (Superstr. Bents  30-34; Bents 31-34) - Design 30% - QA/QC,Guideway - Design Packages - Area 1 - 1GW3 - (Superstructure 30-34; Foundations Bents 31-34),2.4.11.12.1.3,,,
DELOE04,In Progress,LINXS-Current-2-Des.2.4.11.12.1.4,498,Guideway/Systems PDS & Comm - Design Packages - Area 1 - 1GW4 -  (Superstr. Bents  34-45; Fnd Bents 35-45),Guideway - Design Packages - Area 1 - 1GW4 - (Superstructure 34-45; Foundations Bents 35-45),2.4.11.12.1.4,,,
1GW4-1330,Completed,LINXS-Current-2-Des.2.4.11.12.1.4,0,Guideway/Systems PDS & Comm (Superstr. Bents  34-45; Fnd Bents 35-45) - Design 30% - Submit,Guideway - Design Packages - Area 1 - 1GW4 - (Superstructure 34-45; Foundations Bents 35-45),2.4.11.12.1.4,,,
1GW4-1320,Completed,LINXS-Current-2-Des.2.4.11.12.1.4,5,Guideway (Superstr. Bents  34-45; Fnd Bents 35-45) - Design 30% - QA/QC,Guideway - Design Packages - Area 1 - 1GW4 - (Superstructure 34-45; Foundations Bents 35-45),2.4.11.12.1.4,,,
1GW4-1300,Not Started,LINXS-Current-2-Des.2.4.11.12.1.4,0,Guideway/Systems PDS & Comm (Superstr. Bents  34-45; Fnd Bents 35-45) - Design IFC - Submit,Guideway - Design Packages - Area 1 - 1GW4 - (Superstructure 34-45; Foundations Bents 35-45),2.4.11.12.1.4,,,
1GW4-1240,Completed,LINXS-Current-2-Des.2.4.11.12.1.4,37,Systems PDS & Comm (Superstr. Bents  34-45; Fnd Bents 35-45) - Design 30% - Develop,Guideway - Design Packages - Area 1 - 1GW4 - (Superstructure 34-45; Foundations Bents 35-45),2.4.11.12.1.4,,,
1GW4-1280,Not Started,LINXS-Current-2-Des.2.4.11.12.1.4,6,Systems PDS & Comm (Superstr. Bents  34-45; Fnd Bents 35-45) - Design IFC - Comment Resolution\Impl.\Close-out,Guideway - Design Packages - Area 1 - 1GW4 - (Superstructure 34-45; Foundations Bents 35-45),2.4.11.12.1.4,,,
1GW4-1270,Not Started,LINXS-Current-2-Des.2.4.11.12.1.4,29,Systems PDS & Comm (Superstr. Bents  34-45; Fnd Bents 35-45) - Design 100% - Develop,Guideway - Design Packages - Area 1 - 1GW4 - (Superstructure 34-45; Foundations Bents 35-45),2.4.11.12.1.4,,,
1GW4-1260,In Progress,LINXS-Current-2-Des.2.4.11.12.1.4,74,Systems PDS & Comm (Superstr. Bents  34-45; Fnd Bents 35-45) - Design 85/90% - Develop,Guideway - Design Packages - Area 1 - 1GW4 - (Superstructure 34-45; Foundations Bents 35-45),2.4.11.12.1.4,,,
1GW4-1250,Completed,LINXS-Current-2-Des.2.4.11.12.1.4,75,Systems PDS & Comm (Superstr. Bents  34-45; Fnd Bents 35-45) - Design 60% - Develop,Guideway - Design Packages - Area 1 - 1GW4 - (Superstructure 34-45; Foundations Bents 35-45),2.4.11.12.1.4,,,
1GW4-1125,Not Started,LINXS-Current-2-Des.2.4.11.12.1.4,0,Guideway/Systems PDS & Comm (Superstr. Bents  34-45; Fnd Bents 35-45) - Design 100% - Submit,Guideway - Design Packages - Area 1 - 1GW4 - (Superstructure 34-45; Foundations Bents 35-45),2.4.11.12.1.4,,,
1GW4-1085,Not Started,LINXS-Current-2-Des.2.4.11.12.1.4,0,Guideway/Systems PDS & Comm (Superstr. Bents  34-45; Fnd Bents 35-45) - Design 85/90% - Submit,Guideway - Design Packages - Area 1 - 1GW4 - (Superstructure 34-45; Foundations Bents 35-45),2.4.11.12.1.4,,,
1GW4-1045,Completed,LINXS-Current-2-Des.2.4.11.12.1.4,0,Guideway/Systems PDS & Comm (Superstr. Bents  34-45; Fnd Bents 35-45) - Design 60% - Submit,Guideway - Design Packages - Area 1 - 1GW4 - (Superstructure 34-45; Foundations Bents 35-45),2.4.11.12.1.4,,,
1GW4-1055,Completed,LINXS-Current-2-Des.2.4.11.12.1.4,20,Guideway/Systems PDS & Comm (Superstr. Bents  34-45; Fnd Bents 35-45) - Design 60% - Review & Comment (AHJs),Guideway - Design Packages - Area 1 - 1GW4 - (Superstructure 34-45; Foundations Bents 35-45),2.4.11.12.1.4,,,
1GW4-1046,In Progress,LINXS-Current-2-Des.2.4.11.12.1.4,74,Guideway/Systems PDS & Comm (Superstr. Bents  34-45; Fnd Bents 35-45) - Design 60% - Independent Check,Guideway - Design Packages - Area 1 - 1GW4 - (Superstructure 34-45; Foundations Bents 35-45),2.4.11.12.1.4,,,
1GW4-1190,Not Started,LINXS-Current-2-Des.2.4.11.12.1.4,1,Guideway/Systems PDS & Comm (Superstr. Bents  34-45; Fnd Bents 35-45) - Design AFC - Issue,Guideway - Design Packages - Area 1 - 1GW4 - (Superstructure 34-45; Foundations Bents 35-45),2.4.11.12.1.4,,,
